sensor,temperature,humidity,zone,location,timestamp
{'C631F5295273'},18.389999,70.974998,zone1,bottom,2024-06-19 07:57:15
{'EEC412FDCADF'},18.635000,66.937500,zone1,top,2024-06-19 07:57:15
{'C571D4304234'},20.594999,58.282501,zone2,top,2024-06-19 07:57:15
{'DBC358D90370'},20.764999,57.872501,zone3,top,2024-06-19 07:57:15
{'DBC358D90370'},20.525000,58.560001,zone3,top,2024-06-19 08:07:12
{'EEC412FDCADF'},18.260000,67.477501,zone1,top,2024-06-19 08:07:12
{'C631F5295273'},17.844999,71.642502,zone1,bottom,2024-06-19 08:07:13
{'C571D4304234'},20.375000,58.882500,zone2,top,2024-06-19 08:07:14
{'C4D912ED63C6'},20.405001,58.667500,zone2,bottom,2024-06-19 08:07:14
{'C571D4304234'},20.389999,59.139999,zone2,top,2024-06-19 08:17:13
{'C4D912ED63C6'},20.500000,58.860001,zone2,bottom,2024-06-19 08:17:13
{'DBC358D90370'},20.860001,58.205002,zone3,top,2024-06-19 08:17:13
{'EEC412FDCADF'},19.045000,67.044998,zone1,top,2024-06-19 08:17:14
{'C631F5295273'},19.135000,69.067497,zone1,bottom,2024-06-19 08:27:13
{'C571D4304234'},21.030001,58.522499,zone2,top,2024-06-19 08:27:13
{'EEC412FDCADF'},19.385000,65.652496,zone1,top,2024-06-19 08:27:14
{'C4D912ED63C6'},21.014999,58.014999,zone2,bottom,2024-06-19 08:37:13
{'C631F5295273'},19.330000,67.345001,zone1,bottom,2024-06-19 08:37:14
{'EEC412FDCADF'},20.080000,63.287498,zone1,top,2024-06-19 08:47:14
{'C4D912ED63C6'},21.514999,56.950001,zone2,bottom,2024-06-19 08:47:15
{'EEC412FDCADF'},20.014999,62.872501,zone1,top,2024-06-19 08:57:15
{'C571D4304234'},21.750000,56.025002,zone2,top,2024-06-19 08:57:15
{'C631F5295273'},19.639999,66.497498,zone1,bottom,2024-06-19 08:57:15
{'C631F5295273'},19.264999,66.107498,zone1,bottom,2024-06-19 09:07:16
{'C4D912ED63C6'},21.625000,56.122501,zone2,bottom,2024-06-19 09:07:16
{'C631F5295273'},18.885000,67.047501,zone1,bottom,2024-06-19 09:17:16
{'C4D912ED63C6'},21.170000,56.645000,zone2,bottom,2024-06-19 09:17:17
{'EEC412FDCADF'},19.290001,63.717499,zone1,top,2024-06-19 09:17:17
{'C37E14567097'},19.889999,60.607498,zone3,bottom,2024-06-19 09:27:17
{'DBC358D90370'},21.135000,57.162498,zone3,top,2024-06-19 09:27:17
{'C631F5295273'},18.905001,67.080002,zone1,bottom,2024-06-19 09:27:18
{'C631F5295273'},18.805000,67.772499,zone1,bottom,2024-06-19 09:37:17
{'C37E14567097'},19.525000,61.860001,zone3,bottom,2024-06-19 09:37:18
{'C631F5295273'},18.750000,68.275002,zone1,bottom,2024-06-19 09:47:18
{'EEC412FDCADF'},18.875000,65.882500,zone1,top,2024-06-19 09:47:18
{'C37E14567097'},19.264999,63.037498,zone3,bottom,2024-06-19 09:47:18
{'C571D4304234'},20.375000,60.189999,zone2,top,2024-06-19 09:57:18
{'C4D912ED63C6'},20.459999,59.869999,zone2,bottom,2024-06-19 09:57:18
{'EEC412FDCADF'},18.975000,65.870003,zone1,top,2024-06-19 09:57:19
{'DBC358D90370'},19.930000,60.564999,zone3,top,2024-06-19 10:07:18
{'C4D912ED63C6'},20.025000,60.189999,zone2,bottom,2024-06-19 10:07:19
{'C631F5295273'},18.580000,68.290001,zone1,bottom,2024-06-19 10:07:19
{'DBC358D90370'},20.264999,59.820000,zone3,top,2024-06-19 10:17:19
{'C631F5295273'},18.709999,67.537498,zone1,bottom,2024-06-19 10:17:19
{'C4D912ED63C6'},20.334999,59.595001,zone2,bottom,2024-06-19 10:17:20
{'C631F5295273'},19.305000,66.632500,zone1,bottom,2024-06-19 10:27:20
{'C4D912ED63C6'},20.990000,58.682499,zone2,bottom,2024-06-19 10:27:21
{'DBC358D90370'},21.165001,58.362499,zone3,top,2024-06-19 10:27:21
{'DBC358D90370'},22.330000,55.755001,zone3,top,2024-06-19 10:37:21
{'EEC412FDCADF'},20.615000,62.009998,zone1,top,2024-06-19 10:37:21
{'C37E14567097'},20.719999,60.322498,zone3,bottom,2024-06-19 10:37:22
{'C571D4304234'},22.065001,55.912498,zone2,top,2024-06-19 10:47:22
{'C631F5295273'},19.834999,63.904999,zone1,bottom,2024-06-19 10:47:22
{'C571D4304234'},21.500000,56.174999,zone2,top,2024-06-19 10:57:22
{'C37E14567097'},20.320000,59.570000,zone3,bottom,2024-06-19 10:57:23
{'EEC412FDCADF'},19.760000,62.062500,zone1,top,2024-06-19 10:57:23
{'EEC412FDCADF'},20.195000,61.867500,zone1,top,2024-06-19 11:07:23
{'C571D4304234'},21.775000,56.272499,zone2,top,2024-06-19 11:07:23
{'C4D912ED63C6'},21.760000,55.917500,zone2,bottom,2024-06-19 11:07:24
{'C37E14567097'},22.150000,56.369999,zone3,bottom,2024-06-19 11:17:24
{'C631F5295273'},21.400000,59.482498,zone1,bottom,2024-06-19 11:17:24
{'C4D912ED63C6'},23.334999,52.814999,zone2,bottom,2024-06-19 11:17:24
{'C4D912ED63C6'},23.850000,51.897499,zone2,bottom,2024-06-19 11:27:24
{'EEC412FDCADF'},21.635000,57.652500,zone1,top,2024-06-19 11:27:25
{'C631F5295273'},21.084999,59.910000,zone1,bottom,2024-06-19 11:27:25
{'C37E14567097'},22.455000,53.575001,zone3,bottom,2024-06-19 11:37:25
{'C571D4304234'},23.990000,50.227501,zone2,top,2024-06-19 11:37:26
{'DBC358D90370'},24.530001,48.592499,zone3,top,2024-06-19 11:47:26
{'C4D912ED63C6'},24.125000,49.259998,zone2,bottom,2024-06-19 11:47:26
{'C631F5295273'},21.290001,58.049999,zone1,bottom,2024-06-19 11:47:26
{'DBC358D90370'},24.084999,49.247501,zone3,top,2024-06-19 11:57:26
{'EEC412FDCADF'},21.780001,56.130001,zone1,top,2024-06-19 11:57:26
{'C37E14567097'},22.440001,53.230000,zone3,bottom,2024-06-19 11:57:26
{'C571D4304234'},24.045000,49.209999,zone2,top,2024-06-19 12:07:26
{'C631F5295273'},20.930000,58.410000,zone1,bottom,2024-06-19 12:07:27
{'DBC358D90370'},23.670000,47.820000,zone3,top,2024-06-19 12:17:27
{'C4D912ED63C6'},23.865000,47.755001,zone2,bottom,2024-06-19 12:17:28
{'EEC412FDCADF'},21.665001,55.087502,zone1,top,2024-06-19 12:27:28
{'C4D912ED63C6'},24.070000,47.145000,zone2,bottom,2024-06-19 12:27:28
{'DBC358D90370'},23.795000,47.187500,zone3,top,2024-06-19 12:27:28
{'C4D912ED63C6'},24.920000,45.332500,zone2,bottom,2024-06-19 12:37:28
{'C631F5295273'},21.959999,53.310001,zone1,bottom,2024-06-19 12:37:29
{'DBC358D90370'},24.315001,45.880001,zone3,top,2024-06-19 12:37:29
{'C37E14567097'},23.584999,46.887501,zone3,bottom,2024-06-19 12:47:29
{'C571D4304234'},24.775000,44.560001,zone2,top,2024-06-19 12:47:29
{'C4D912ED63C6'},25.155001,44.185001,zone2,bottom,2024-06-19 12:47:29
{'EEC412FDCADF'},21.334999,51.974998,zone1,top,2024-06-19 12:57:29
{'C631F5295273'},20.834999,53.352501,zone1,bottom,2024-06-19 12:57:30
{'C37E14567097'},22.565001,48.067501,zone3,bottom,2024-06-19 12:57:30
{'C4D912ED63C6'},23.940001,45.715000,zone2,bottom,2024-06-19 13:07:30
{'C631F5295273'},20.805000,55.005001,zone1,bottom,2024-06-19 13:07:30
{'EEC412FDCADF'},21.280001,53.799999,zone1,top,2024-06-19 13:07:31
{'DBC358D90370'},22.795000,47.317501,zone3,top,2024-06-19 13:17:31
{'C631F5295273'},20.844999,54.560001,zone1,bottom,2024-06-19 13:17:31
{'C37E14567097'},22.115000,49.832500,zone3,bottom,2024-06-19 13:17:31
{'C37E14567097'},23.290001,47.742500,zone3,bottom,2024-06-19 13:27:31
{'C4D912ED63C6'},24.690001,44.465000,zone2,bottom,2024-06-19 13:27:31
{'C631F5295273'},22.100000,52.462502,zone1,bottom,2024-06-19 13:27:31
{'DBC358D90370'},22.844999,45.747501,zone3,top,2024-06-19 13:37:31
{'C4D912ED63C6'},24.025000,44.174999,zone2,bottom,2024-06-19 13:37:32
{'C37E14567097'},21.365000,48.022499,zone3,bottom,2024-06-19 13:47:32
{'C4D912ED63C6'},22.725000,44.654999,zone2,bottom,2024-06-19 13:47:32
{'DBC358D90370'},22.010000,45.985001,zone3,top,2024-06-19 13:47:33
{'C37E14567097'},21.315001,48.529999,zone3,bottom,2024-06-19 13:57:33
{'C4D912ED63C6'},22.655001,45.222500,zone2,bottom,2024-06-19 13:57:33
{'C631F5295273'},20.155001,52.139999,zone1,bottom,2024-06-19 14:07:33
{'C4D912ED63C6'},22.469999,44.662498,zone2,bottom,2024-06-19 14:07:34
{'C631F5295273'},21.350000,47.485001,zone1,bottom,2024-06-19 14:17:34
{'C37E14567097'},21.830000,44.724998,zone3,bottom,2024-06-19 14:17:35
{'EEC412FDCADF'},21.889999,47.257500,zone1,top,2024-06-19 14:17:35
{'DBC358D90370'},22.290001,42.657501,zone3,top,2024-06-19 14:27:35
{'C571D4304234'},22.389999,43.182499,zone2,top,2024-06-19 14:27:36
{'C37E14567097'},21.844999,44.775002,zone3,bottom,2024-06-19 14:37:35
{'DBC358D90370'},22.610001,42.650002,zone3,top,2024-06-19 14:37:36
{'C4D912ED63C6'},23.740000,40.900002,zone2,bottom,2024-06-19 14:37:36
{'C4D912ED63C6'},23.600000,41.185001,zone2,bottom,2024-06-19 14:47:36
{'EEC412FDCADF'},21.815001,46.625000,zone1,top,2024-06-19 14:47:37
{'C37E14567097'},21.155001,45.025002,zone3,bottom,2024-06-19 14:57:37
{'DBC358D90370'},21.775000,43.090000,zone3,top,2024-06-19 14:57:37
{'C571D4304234'},22.040001,43.292500,zone2,top,2024-06-19 14:57:37
{'EEC412FDCADF'},24.080000,42.060001,zone1,top,2024-06-19 15:07:37
{'C4D912ED63C6'},23.135000,39.772499,zone2,bottom,2024-06-19 15:07:38
{'DBC358D90370'},22.045000,41.482498,zone3,top,2024-06-19 15:07:38
{'EEC412FDCADF'},22.365000,42.544998,zone1,top,2024-06-19 15:17:37
{'C37E14567097'},20.975000,43.349998,zone3,bottom,2024-06-19 15:17:38
{'DBC358D90370'},21.275000,42.285000,zone3,top,2024-06-19 15:17:38
{'C571D4304234'},20.670000,44.384998,zone2,top,2024-06-19 15:27:38
{'C4D912ED63C6'},21.570000,42.424999,zone2,bottom,2024-06-19 15:27:38
{'C571D4304234'},21.094999,44.130001,zone2,top,2024-06-19 15:37:38
{'C37E14567097'},20.030001,46.264999,zone3,bottom,2024-06-19 15:37:39
{'DBC358D90370'},20.540001,44.737499,zone3,top,2024-06-19 15:37:38
{'DBC358D90370'},19.790001,45.674999,zone3,top,2024-06-19 15:47:39
{'C4D912ED63C6'},20.580000,43.790001,zone2,bottom,2024-06-19 15:47:40
{'EEC412FDCADF'},20.735001,44.755001,zone1,top,2024-06-19 15:47:40
{'C571D4304234'},19.594999,45.772499,zone2,top,2024-06-19 15:57:39
{'EEC412FDCADF'},19.275000,47.200001,zone1,top,2024-06-19 15:57:40
{'C4D912ED63C6'},19.985001,44.695000,zone2,bottom,2024-06-19 15:57:40
{'C631F5295273'},18.209999,50.040001,zone1,bottom,2024-06-19 16:07:39
{'EEC412FDCADF'},18.530001,48.720001,zone1,top,2024-06-19 16:07:39
{'C4D912ED63C6'},19.010000,46.505001,zone2,bottom,2024-06-19 16:17:40
{'C37E14567097'},18.170000,49.244999,zone3,bottom,2024-06-19 16:17:40
{'C571D4304234'},18.600000,47.837502,zone2,top,2024-06-19 16:17:40
{'C631F5295273'},17.860001,51.904999,zone1,bottom,2024-06-19 16:27:40
{'C4D912ED63C6'},18.750000,47.494999,zone2,bottom,2024-06-19 16:27:41
{'EEC412FDCADF'},18.040001,50.880001,zone1,top,2024-06-19 16:27:41
{'DBC358D90370'},18.290001,48.595001,zone3,top,2024-06-19 16:37:41
{'EEC412FDCADF'},21.264999,47.977501,zone1,top,2024-06-19 16:37:41
{'C4D912ED63C6'},18.690001,47.255001,zone2,bottom,2024-06-19 16:37:42
{'C571D4304234'},18.344999,48.650002,zone2,top,2024-06-19 16:47:42
{'C4D912ED63C6'},18.594999,47.650002,zone2,bottom,2024-06-19 16:47:42
{'DBC358D90370'},18.250000,48.697498,zone3,top,2024-06-19 16:47:42
{'C4D912ED63C6'},18.594999,48.139999,zone2,bottom,2024-06-19 16:57:42
{'DBC358D90370'},18.240000,49.320000,zone3,top,2024-06-19 16:57:43
{'C37E14567097'},18.040001,50.270000,zone3,bottom,2024-06-19 16:57:43
{'DBC358D90370'},17.975000,49.502499,zone3,top,2024-06-19 17:07:42
{'C4D912ED63C6'},18.305000,48.435001,zone2,bottom,2024-06-19 17:07:43
{'C37E14567097'},17.584999,51.187500,zone3,bottom,2024-06-19 17:17:43
{'C4D912ED63C6'},17.900000,49.535000,zone2,bottom,2024-06-19 17:17:43
{'DBC358D90370'},17.070000,52.294998,zone3,top,2024-06-19 17:27:43
{'C37E14567097'},17.080000,52.582500,zone3,bottom,2024-06-19 17:27:43
{'C4D912ED63C6'},17.295000,51.055000,zone2,bottom,2024-06-19 17:27:44
{'C631F5295273'},16.775000,52.555000,zone1,bottom,2024-06-19 17:37:43
{'C37E14567097'},16.665001,53.455002,zone3,bottom,2024-06-19 17:37:44
{'C4D912ED63C6'},16.775000,51.957500,zone2,bottom,2024-06-19 17:37:44
{'DBC358D90370'},16.165001,54.180000,zone3,top,2024-06-19 17:47:43
{'C4D912ED63C6'},16.365000,53.172501,zone2,bottom,2024-06-19 17:47:44
{'C37E14567097'},16.264999,54.340000,zone3,bottom,2024-06-19 17:47:44
{'DBC358D90370'},15.865000,55.162498,zone3,top,2024-06-19 17:57:44
{'C4D912ED63C6'},16.014999,54.272499,zone2,bottom,2024-06-19 17:57:44
{'EEC412FDCADF'},15.955000,55.400002,zone1,top,2024-06-19 17:57:44
{'C631F5295273'},16.110001,55.945000,zone1,bottom,2024-06-19 18:07:44
{'C4D912ED63C6'},15.940000,55.235001,zone2,bottom,2024-06-19 18:07:45
{'C631F5295273'},15.830000,57.340000,zone1,bottom,2024-06-19 18:17:44
{'C37E14567097'},15.705000,57.302502,zone3,bottom,2024-06-19 18:17:45
{'C631F5295273'},15.475000,59.590000,zone1,bottom,2024-06-19 18:27:45
{'C4D912ED63C6'},15.330000,58.509998,zone2,bottom,2024-06-19 18:27:45
{'C571D4304234'},15.345000,58.692501,zone2,top,2024-06-19 18:27:45
{'C4D912ED63C6'},14.900000,60.544998,zone2,bottom,2024-06-19 18:37:45
{'C571D4304234'},14.890000,60.722500,zone2,top,2024-06-19 18:37:46
{'DBC358D90370'},14.795000,61.459999,zone3,top,2024-06-19 18:37:46
{'C37E14567097'},14.735000,62.360001,zone3,bottom,2024-06-19 18:47:45
{'C631F5295273'},14.885000,62.980000,zone1,bottom,2024-06-19 18:47:46
{'EEC412FDCADF'},14.750000,62.562500,zone1,top,2024-06-19 18:47:46
{'C571D4304234'},14.720000,63.389999,zone2,top,2024-06-19 18:57:49
{'EEC412FDCADF'},14.790000,63.662498,zone1,top,2024-06-19 18:57:50
{'C631F5295273'},14.905000,64.422501,zone1,bottom,2024-06-19 18:57:50
{'C4D912ED63C6'},14.780000,64.887497,zone2,bottom,2024-06-19 19:07:50
{'C631F5295273'},14.945000,65.425003,zone1,bottom,2024-06-19 19:07:50
{'DBC358D90370'},14.760000,65.827499,zone3,top,2024-06-19 19:07:51
{'DBC358D90370'},14.765000,66.055000,zone3,top,2024-06-19 19:17:50
{'C4D912ED63C6'},14.750000,65.180000,zone2,bottom,2024-06-19 19:17:51
{'C631F5295273'},14.960000,66.220001,zone1,bottom,2024-06-19 19:17:51
{'C571D4304234'},14.790000,65.665001,zone2,top,2024-06-19 19:27:50
{'EEC412FDCADF'},14.905000,65.555000,zone1,top,2024-06-19 19:27:50
{'C631F5295273'},14.970000,66.552498,zone1,bottom,2024-06-19 19:27:51
{'C571D4304234'},14.610000,66.214996,zone2,top,2024-06-19 19:37:50
{'C631F5295273'},14.830000,67.402496,zone1,bottom,2024-06-19 19:37:51
{'DBC358D90370'},14.570000,67.014999,zone3,top,2024-06-19 19:37:51
{'EEC412FDCADF'},14.455000,67.117500,zone1,top,2024-06-19 19:47:51
{'DBC358D90370'},14.195000,68.175003,zone3,top,2024-06-19 19:47:51
{'C571D4304234'},14.210000,67.662498,zone2,top,2024-06-19 19:47:52
{'C37E14567097'},14.265000,66.324997,zone3,bottom,2024-06-19 19:57:51
{'C571D4304234'},14.140000,66.432503,zone2,top,2024-06-19 19:57:52
{'DBC358D90370'},14.000000,67.355003,zone3,top,2024-06-19 19:57:51
{'C571D4304234'},13.985000,66.620003,zone2,top,2024-06-19 20:07:53
{'C631F5295273'},14.320000,67.050003,zone1,bottom,2024-06-19 20:07:53
{'C4D912ED63C6'},13.835000,66.724998,zone2,bottom,2024-06-19 20:07:53
{'DBC358D90370'},13.795000,67.135002,zone3,top,2024-06-19 20:17:53
{'C4D912ED63C6'},13.710000,66.742500,zone2,bottom,2024-06-19 20:17:53
{'C571D4304234'},13.525000,66.849998,zone2,top,2024-06-19 20:27:56
{'C631F5295273'},13.975000,67.190002,zone1,bottom,2024-06-19 20:27:56
{'DBC358D90370'},13.475000,67.972504,zone3,top,2024-06-19 20:27:57
{'C37E14567097'},13.775000,66.570000,zone3,bottom,2024-06-19 20:37:55
{'EEC412FDCADF'},13.705000,66.667503,zone1,top,2024-06-19 20:37:56
{'C631F5295273'},13.940000,67.487503,zone1,bottom,2024-06-19 20:47:55
{'C4D912ED63C6'},13.210000,67.605003,zone2,bottom,2024-06-19 20:47:56
{'C571D4304234'},13.455000,67.095001,zone2,top,2024-06-19 20:47:56
{'EEC412FDCADF'},13.875000,66.502502,zone1,top,2024-06-19 20:57:56
{'C4D912ED63C6'},13.400000,68.084999,zone2,bottom,2024-06-19 20:57:57
{'C571D4304234'},13.850000,67.242500,zone2,top,2024-06-19 21:07:57
{'DBC358D90370'},13.815000,68.102501,zone3,top,2024-06-19 21:07:57
{'EEC412FDCADF'},13.920000,67.415001,zone1,top,2024-06-19 21:17:57
{'C37E14567097'},13.920000,67.367500,zone3,bottom,2024-06-19 21:17:58
{'C571D4304234'},13.750000,68.042503,zone2,top,2024-06-19 21:27:57
{'DBC358D90370'},13.750000,68.790001,zone3,top,2024-06-19 21:27:58
{'EEC412FDCADF'},13.900000,67.667503,zone1,top,2024-06-19 21:37:58
{'C631F5295273'},13.940000,68.915001,zone1,bottom,2024-06-19 21:37:59
{'C37E14567097'},13.830000,68.537498,zone3,bottom,2024-06-19 21:47:58
{'C631F5295273'},13.790000,70.427498,zone1,bottom,2024-06-19 21:47:59
{'DBC358D90370'},13.615000,71.002502,zone3,top,2024-06-19 21:57:58
{'C571D4304234'},13.640000,70.095001,zone2,top,2024-06-19 21:57:59
{'C4D912ED63C6'},13.510000,70.982498,zone2,bottom,2024-06-19 22:07:59
{'C37E14567097'},13.640000,70.269997,zone3,bottom,2024-06-19 22:08:00
{'C631F5295273'},13.500000,72.730003,zone1,bottom,2024-06-19 22:18:00
{'C4D912ED63C6'},13.400000,71.717499,zone2,bottom,2024-06-19 22:18:00
{'C571D4304234'},13.430000,71.260002,zone2,top,2024-06-19 22:18:01
{'EEC412FDCADF'},13.460000,71.809998,zone1,top,2024-06-19 22:28:01
{'C37E14567097'},13.510000,71.507500,zone3,bottom,2024-06-19 22:28:01
{'C631F5295273'},13.485000,73.375000,zone1,bottom,2024-06-19 22:28:02
{'C571D4304234'},13.405000,71.955002,zone2,top,2024-06-19 22:38:01
{'EEC412FDCADF'},13.470000,71.754997,zone1,top,2024-06-19 22:38:02
{'C37E14567097'},13.545000,71.589996,zone3,bottom,2024-06-19 22:38:02
{'C631F5295273'},13.500000,73.362503,zone1,bottom,2024-06-19 22:48:02
{'C571D4304234'},13.390000,72.345001,zone2,top,2024-06-19 22:48:02
{'DBC358D90370'},13.365000,73.080002,zone3,top,2024-06-19 22:48:02
{'DBC358D90370'},13.320000,73.760002,zone3,top,2024-06-19 22:58:03
{'C37E14567097'},13.500000,73.190002,zone3,bottom,2024-06-19 22:58:03
{'C631F5295273'},13.460000,73.930000,zone1,bottom,2024-06-19 22:58:04
{'DBC358D90370'},13.315000,74.332497,zone3,top,2024-06-19 23:08:05
{'C37E14567097'},13.470000,73.245003,zone3,bottom,2024-06-19 23:08:06
{'C4D912ED63C6'},13.330000,73.595001,zone2,bottom,2024-06-19 23:08:06
{'EEC412FDCADF'},13.385000,73.132500,zone1,top,2024-06-19 23:18:04
{'C37E14567097'},13.470000,73.224998,zone3,bottom,2024-06-19 23:18:05
{'C571D4304234'},13.295000,73.605003,zone2,top,2024-06-19 23:28:06
{'DBC358D90370'},13.280000,74.492500,zone3,top,2024-06-19 23:28:07
{'C37E14567097'},13.455000,73.557503,zone3,bottom,2024-06-19 23:28:07
{'EEC412FDCADF'},13.345000,73.355003,zone1,top,2024-06-19 23:28:08
{'DBC358D90370'},13.235000,74.855003,zone3,top,2024-06-19 23:38:05
{'C631F5295273'},13.330000,75.059998,zone1,bottom,2024-06-19 23:38:06
{'C571D4304234'},13.225000,73.797501,zone2,top,2024-06-19 23:38:06
{'C37E14567097'},13.390000,73.762497,zone3,bottom,2024-06-19 23:38:07
{'C571D4304234'},13.155000,73.847504,zone2,top,2024-06-19 23:48:06
{'DBC358D90370'},13.180000,74.847504,zone3,top,2024-06-19 23:48:06
{'EEC412FDCADF'},13.220000,73.392502,zone1,top,2024-06-19 23:48:07
{'C37E14567097'},13.290000,73.675003,zone3,bottom,2024-06-19 23:58:07
{'C571D4304234'},13.125000,74.057503,zone2,top,2024-06-19 23:58:07
{'DBC358D90370'},13.080000,74.514999,zone3,top,2024-06-20 00:08:07
{'C4D912ED63C6'},13.045000,74.105003,zone2,bottom,2024-06-20 00:08:08
{'C631F5295273'},13.210000,74.695000,zone1,bottom,2024-06-20 00:08:08
{'DBC358D90370'},13.055000,74.089996,zone3,top,2024-06-20 00:18:08
{'C37E14567097'},13.195000,72.807503,zone3,bottom,2024-06-20 00:18:08
{'C571D4304234'},13.055000,73.150002,zone2,top,2024-06-20 00:18:09
{'C4D912ED63C6'},12.915000,73.305000,zone2,bottom,2024-06-20 00:28:09
{'DBC358D90370'},12.930000,73.724998,zone3,top,2024-06-20 00:28:09
{'C631F5295273'},13.080000,73.974998,zone1,bottom,2024-06-20 00:28:09
{'C571D4304234'},12.765000,72.807503,zone2,top,2024-06-20 00:38:09
{'C4D912ED63C6'},12.695000,73.404999,zone2,bottom,2024-06-20 00:38:09
{'C37E14567097'},12.955000,72.230003,zone3,bottom,2024-06-20 00:38:10
{'C4D912ED63C6'},12.330000,73.807503,zone2,bottom,2024-06-20 00:48:09
{'C37E14567097'},12.635000,72.762497,zone3,bottom,2024-06-20 00:48:10
{'C37E14567097'},12.440000,72.877502,zone3,bottom,2024-06-20 00:58:10
{'C571D4304234'},12.180000,73.514999,zone2,top,2024-06-20 00:58:11
{'DBC358D90370'},12.150000,74.562500,zone3,top,2024-06-20 00:58:11
{'DBC358D90370'},11.940000,74.535004,zone3,top,2024-06-20 01:08:11
{'C571D4304234'},12.010000,73.482498,zone2,top,2024-06-20 01:08:11
{'C37E14567097'},12.260000,72.745003,zone3,bottom,2024-06-20 01:08:12
{'C571D4304234'},11.845000,73.412498,zone2,top,2024-06-20 01:18:11
{'EEC412FDCADF'},11.990000,72.832497,zone1,top,2024-06-20 01:18:12
{'C4D912ED63C6'},11.695000,74.345001,zone2,bottom,2024-06-20 01:18:12
{'C4D912ED63C6'},11.615000,73.857498,zone2,bottom,2024-06-20 01:28:18
{'C631F5295273'},12.150000,73.459999,zone1,bottom,2024-06-20 01:28:18
{'EEC412FDCADF'},11.960000,72.212502,zone1,top,2024-06-20 01:28:19
{'EEC412FDCADF'},11.860000,72.385002,zone1,top,2024-06-20 01:38:18
{'C4D912ED63C6'},11.470000,73.805000,zone2,bottom,2024-06-20 01:38:18
{'C631F5295273'},12.025000,73.570000,zone1,bottom,2024-06-20 01:38:18
{'C571D4304234'},11.705000,72.809998,zone2,top,2024-06-20 01:38:19
{'DBC358D90370'},11.695000,73.800003,zone3,top,2024-06-20 01:38:19
{'C37E14567097'},11.875000,72.285004,zone3,bottom,2024-06-20 01:48:18
{'EEC412FDCADF'},11.765000,72.517502,zone1,top,2024-06-20 01:48:19
{'C4D912ED63C6'},11.350000,74.214996,zone2,bottom,2024-06-20 01:48:18
{'DBC358D90370'},11.570000,74.095001,zone3,top,2024-06-20 01:48:19
{'C631F5295273'},11.885000,73.407501,zone1,bottom,2024-06-20 01:58:19
{'C571D4304234'},11.500000,73.057503,zone2,top,2024-06-20 01:58:19
{'DBC358D90370'},11.510000,74.070000,zone3,top,2024-06-20 01:58:19
{'C571D4304234'},11.470000,72.750000,zone2,top,2024-06-20 02:08:20
{'EEC412FDCADF'},11.710000,71.862503,zone1,top,2024-06-20 02:08:20
{'DBC358D90370'},11.515000,73.617500,zone3,top,2024-06-20 02:08:21
{'DBC358D90370'},11.555000,73.332497,zone3,top,2024-06-20 02:18:22
{'C571D4304234'},11.515000,72.514999,zone2,top,2024-06-20 02:18:22
{'C4D912ED63C6'},11.365000,73.415001,zone2,bottom,2024-06-20 02:18:22
{'C631F5295273'},11.905000,72.639999,zone1,bottom,2024-06-20 02:28:22
{'C37E14567097'},11.960000,70.867500,zone3,bottom,2024-06-20 02:28:23
{'C571D4304234'},11.545000,72.184998,zone2,top,2024-06-20 02:28:23
{'C37E14567097'},11.860000,71.209999,zone3,bottom,2024-06-20 02:38:24
{'EEC412FDCADF'},11.815000,71.127502,zone1,top,2024-06-20 02:38:25
{'C4D912ED63C6'},11.640000,72.879997,zone2,bottom,2024-06-20 02:38:25
{'C631F5295273'},11.985000,72.305000,zone1,bottom,2024-06-20 02:38:26
{'C571D4304234'},11.790000,70.834999,zone2,top,2024-06-20 02:48:24
{'C4D912ED63C6'},11.775000,71.352501,zone2,bottom,2024-06-20 02:48:25
{'C631F5295273'},12.150000,69.714996,zone1,bottom,2024-06-20 02:58:27
{'C4D912ED63C6'},11.775000,70.425003,zone2,bottom,2024-06-20 02:58:27
{'EEC412FDCADF'},12.280000,68.254997,zone1,top,2024-06-20 02:58:28
{'DBC358D90370'},12.040000,69.885002,zone3,top,2024-06-20 02:58:27
{'C631F5295273'},12.240000,68.327499,zone1,bottom,2024-06-20 03:08:25
{'C37E14567097'},12.440000,66.972504,zone3,bottom,2024-06-20 03:08:25
{'C571D4304234'},12.180000,67.862503,zone2,top,2024-06-20 03:08:26
{'DBC358D90370'},12.220000,68.459999,zone3,top,2024-06-20 03:08:27
{'EEC412FDCADF'},12.570000,66.665001,zone1,top,2024-06-20 03:08:27
{'C4D912ED63C6'},12.525000,67.337502,zone2,bottom,2024-06-20 03:18:26
{'DBC358D90370'},12.420000,67.654999,zone3,top,2024-06-20 03:18:27
{'C631F5295273'},12.405000,67.730003,zone1,bottom,2024-06-20 03:18:26
{'C37E14567097'},12.740000,66.029999,zone3,bottom,2024-06-20 03:18:27
{'C4D912ED63C6'},12.765000,66.105003,zone2,bottom,2024-06-20 03:28:27
{'EEC412FDCADF'},12.875000,64.887497,zone1,top,2024-06-20 03:28:28
{'C37E14567097'},13.115000,64.452499,zone3,bottom,2024-06-20 03:38:28
{'C4D912ED63C6'},13.070000,65.427498,zone2,bottom,2024-06-20 03:38:28
{'DBC358D90370'},12.945000,64.807503,zone3,top,2024-06-20 03:48:29
{'C4D912ED63C6'},13.360000,63.957500,zone2,bottom,2024-06-20 03:48:30
